id_recurso,data,datetime_captura,datetime_recurso,datetime_update,consorcio,servico,sentido,data_viagem,numero_relatorio_cimu,julgamento,motivo_julgamento,observacao_julgamento,data_julgamento
SMTR202405004613,2024-05-31,2024-07-24 00:00:00,2024-05-31 10:14:04,2024-07-23 18:07:14,Internorte,355,V,2024-04-22,40908,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004610",2024-07-18 17:53:14
SMTR202405004670,2024-05-31,2024-07-24 00:00:00,2024-05-31 11:06:41,2024-07-23 18:07:15,Internorte,SVB685,V,2024-04-22,40904,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004666",2024-07-18 17:53:52
SMTR202405004668,2024-05-31,2024-07-24 00:00:00,2024-05-31 11:05:57,2024-07-23 18:07:15,Internorte,SVB685,V,2024-04-22,40904,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004666",2024-07-18 17:53:46
SMTR202405004667,2024-05-31,2024-07-24 00:00:00,2024-05-31 11:05:12,2024-07-23 18:07:15,Internorte,SVB685,V,2024-04-22,40904,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004666",2024-07-18 17:53:37
SMTR202405004772,2024-05-31,2024-07-24 00:00:00,2024-05-31 13:49:24,2024-07-23 18:07:19,Internorte,SVB685,I,2024-04-23,40982,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004770",2024-07-18 17:55:45
SMTR202405004771,2024-05-31,2024-07-24 00:00:00,2024-05-31 13:48:52,2024-07-23 18:07:19,Internorte,SVB685,V,2024-04-23,40982,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004770",2024-07-18 17:55:37
SMTR202405004820,2024-05-31,2024-07-24 00:00:00,2024-05-31 14:47:12,2024-07-23 18:07:20,Internorte,355,I,2024-04-25,41142,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004818",2024-07-18 17:56:22
SMTR202405004819,2024-05-31,2024-07-24 00:00:00,2024-05-31 14:46:37,2024-07-23 18:07:20,Internorte,355,V,2024-04-25,41142,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004818",2024-07-18 17:56:16
SMTR202405004821,2024-05-31,2024-07-24 00:00:00,2024-05-31 14:48:23,2024-07-23 18:07:20,Internorte,355,I,2024-04-25,41142,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004818",2024-07-18 17:56:29
SMTR202405004712,2024-05-31,2024-08-26 00:00:00,2024-05-31 12:01:33,2024-08-25 10:22:50,Internorte,492,V,2024-05-04,41763,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004700",2024-08-20 10:20:23
SMTR202405004623,2024-05-31,2024-08-26 00:00:00,2024-05-31 10:27:37,2024-08-25 10:22:33,Santa Cruz,788,V,2024-05-30,43918,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004621",2024-08-20 10:19:12
SMTR202405004626,2024-05-31,2024-08-26 00:00:00,2024-05-31 10:30:23,2024-08-25 10:22:36,Santa Cruz,847,V,2024-05-30,43920,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004625",2024-08-20 10:19:20
SMTR202405004628,2024-05-31,2024-08-26 00:00:00,2024-05-31 10:31:55,2024-08-25 10:22:38,Santa Cruz,369,V,2024-05-30,43922,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004627",2024-08-20 10:19:37
SMTR202405004630,2024-05-31,2024-08-26 00:00:00,2024-05-31 10:33:51,2024-08-25 10:22:40,Santa Cruz,388,V,2024-05-30,43924,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004629",2024-08-20 10:19:44
SMTR202405004634,2024-05-31,2024-08-26 00:00:00,2024-05-31 10:35:36,2024-08-25 10:22:43,Santa Cruz,393,V,2024-05-30,43926,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004633",2024-08-20 10:19:53
SMTR202405004637,2024-05-31,2024-08-26 00:00:00,2024-05-31 10:37:12,2024-08-25 10:22:45,Santa Cruz,397,V,2024-05-30,43929,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202405004636",2024-08-20 10:19:58
SMTR202402004443,2024-02-26,2024-07-11 00:00:00,2024-02-26 14:38:13,2024-07-10 01:19:58,Internorte,679,C,2024-02-24,36191,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-05-16 18:07:29
SMTR202402004502,2024-02-26,2024-07-11 00:00:00,2024-02-26 15:34:44,2024-07-10 01:21:08,Internorte,920,I,2024-02-09,34947,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-05-16 18:08:43
SMTR202402004528,2024-02-26,2024-07-11 00:00:00,2024-02-26 16:25:03,2024-07-10 01:21:19,Internorte,SN497,I,2024-02-24,36177,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-05-16 18:08:55
SMTR202402004543,2024-02-26,2024-07-11 00:00:00,2024-02-26 18:06:55,2024-07-10 01:21:50,Internorte,621,I,2024-02-25,36225,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-05-16 18:09:11
SMTR202402004544,2024-02-26,2024-07-11 00:00:00,2024-02-26 18:09:42,2024-07-10 01:21:55,Internorte,622,I,2024-02-25,36226,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-05-16 18:09:17
SMTR202402004497,2024-02-26,2024-07-11 00:00:00,2024-02-26 15:28:49,2024-07-10 01:20:53,Internorte,349,V,2024-02-09,34945,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-05-16 18:08:31
SMTR202402004555,2024-02-26,2024-07-11 00:00:00,2024-02-26 22:09:28,2024-07-10 01:22:55,Internorte,906,V,2024-02-26,36358,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-05-16 18:09:24
SMTR202402004500,2024-02-26,2024-07-11 00:00:00,2024-02-26 15:32:01,2024-07-10 01:21:05,Internorte,919,I,2024-02-09,34946,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 18:08:37
SMTR202402004469,2024-02-26,2024-07-11 00:00:00,2024-02-26 14:49:49,2024-07-10 01:20:26,Intersul,107,I,2024-02-10,34918,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 18:07:57
SMTR202402004452,2024-02-26,2024-07-11 00:00:00,2024-02-26 14:34:55,2024-07-10 01:20:07,Internorte,665,I,2024-02-10,34903,Indeferido,Viagem já paga.,Viagem já paga no recurso: MTR-CAP-2024/00970,2024-05-16 18:07:23
SMTR202402004541,2024-02-26,2024-07-11 00:00:00,2024-02-26 18:01:49,2024-07-10 01:21:45,Internorte,679,C,2024-02-25,36224,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-05-16 18:09:04
SMTR202402004496,2024-02-26,2024-07-11 00:00:00,2024-02-26 15:24:08,2024-07-10 01:20:50,Intersul,SR107,I,2024-02-09,34944,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-05-16 18:08:25
SMTR202402004495,2024-02-26,2024-07-11 00:00:00,2024-02-26 15:22:36,2024-07-10 01:20:48,Internorte,SR335,I,2024-02-10,34922,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-05-16 18:08:17
SMTR202402004465,2024-02-26,2024-07-11 00:00:00,2024-02-26 14:48:01,2024-07-10 01:20:22,Intersul,SR107,V,2024-02-10,34909,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-05-16 18:07:50
SMTR202402004455,2024-02-26,2024-07-11 00:00:00,2024-02-26 14:38:15,2024-07-10 01:20:08,Intersul,104,I,2024-02-10,34906,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202402004091",2024-05-16 18:07:35
SMTR202402004471,2024-02-26,2024-07-11 00:00:00,2024-02-26 14:51:21,2024-07-10 01:20:30,Intersul,104,V,2024-02-10,34920,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202402004091",2024-05-16 18:08:05
SMTR202402004474,2024-02-26,2024-07-11 00:00:00,2024-02-26 15:19:23,2024-07-10 01:20:35,Internorte,335,I,2024-02-10,34921,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202402004106",2024-05-16 18:08:11
SMTR202402004461,2024-02-26,2024-07-11 00:00:00,2024-02-26 14:43:04,2024-07-10 01:20:16,Internorte,335,I,2024-02-10,34908,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202402004106",2024-05-16 18:07:43
SMTR202402004503,2024-02-26,2024-07-11 00:00:00,2024-02-26 15:36:32,2024-07-10 01:21:12,Internorte,349,V,2024-02-09,34949,Indeferido,Recurso aberto em duplicidade,"Duplicado, considerado o ticket de número: SMTR202402004497",2024-05-16 18:08:49
SMTR202303001241,2023-03-05,2024-02-14 00:00:00,2023-03-05 12:02:46,2024-02-13 12:42:10,Intersul,LECD50,C,2023-02-07,.,Indeferido,Viagem já paga.,Recurso pago nos dias de chuva/carnaval,2024-02-08 12:36:12
SMTR202303001242,2023-03-05,2024-02-14 00:00:00,2023-03-05 12:03:48,2024-02-13 12:42:13,Intersul,LECD50,C,2023-02-08,.,Indeferido,Viagem já paga.,Recurso pago nos dias de chuva/carnaval,2024-02-08 12:36:15
SMTR202303001245,2023-03-05,2024-02-14 00:00:00,2023-03-05 12:07:38,2024-02-13 12:42:21,Intersul,LECD50,C,2023-02-13,.,Indeferido,Viagem já paga.,Recurso pago nos dias de chuva/carnaval,2024-02-08 12:36:26
SMTR202303001247,2023-03-05,2024-02-14 00:00:00,2023-03-05 12:09:06,2024-02-13 12:42:27,Intersul,LECD50,C,2023-02-15,.,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 12:36:33
SMTR202303001246,2023-03-05,2024-02-14 00:00:00,2023-03-05 12:08:18,2024-02-13 12:42:24,Intersul,LECD50,C,2023-02-14,.,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 12:36:30
SMTR202303001240,2023-03-05,2024-02-14 00:00:00,2023-03-05 12:01:21,2024-02-13 12:42:08,Intersul,LECD50,C,2023-02-06,.,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 12:36:07
SMTR202303001237,2023-03-05,2024-02-14 00:00:00,2023-03-05 11:58:49,2024-02-13 12:41:59,Intersul,LECD50,C,2023-02-01,.,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 12:35:52
SMTR202303001243,2023-03-05,2024-02-14 00:00:00,2023-03-05 12:06:20,2024-02-13 12:42:15,Intersul,LECD50,C,2023-02-09,.,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 12:36:18
SMTR202303001244,2023-03-05,2024-02-14 00:00:00,2023-03-05 12:06:59,2024-02-13 12:42:18,Intersul,LECD50,C,2023-03-10,.,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 12:36:22
SMTR202303001238,2023-03-05,2024-02-14 00:00:00,2023-03-05 11:59:30,2024-02-13 12:42:02,Intersul,LECD50,C,2023-02-02,.,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 12:35:59
SMTR202303001239,2023-03-05,2024-02-14 00:00:00,2023-03-05 12:00:22,2024-02-13 12:42:05,Intersul,LECD50,C,2023-02-03,.,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 12:36:04
SMTR202410000627,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:15:52,2024-10-03 09:15:53,Internorte,627,I,2024-09-29,54623,,,,
SMTR202410000635,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:15:58,2024-10-03 09:15:58,Internorte,627,V,2024-09-29,54624,,,,
SMTR202410000636,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:16:05,2024-10-03 09:16:06,Internorte,630,I,2024-09-29,54625,,,,
SMTR202410000637,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:16:12,2024-10-03 09:16:13,Internorte,630,V,2024-09-29,54626,,,,
SMTR202410000582,2024-10-03,2024-10-04 00:00:00,2024-10-03 03:16:25,2024-10-03 03:16:26,Internorte,483,V,2024-10-02,54602,,,,
SMTR202410000581,2024-10-03,2024-10-04 00:00:00,2024-10-03 03:15:11,2024-10-03 03:15:12,Internorte,483,I,2024-10-02,54602,,,,
SMTR202410000583,2024-10-03,2024-10-04 00:00:00,2024-10-03 03:17:40,2024-10-03 03:17:41,Internorte,SV483,I,2024-10-02,54603,,,,
SMTR202410000656,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:38:31,2024-10-03 09:38:32,Internorte,627,I,2024-10-02,54636,,,,
SMTR202410000658,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:38:35,2024-10-03 09:38:36,Internorte,627,V,2024-10-02,54637,,,,
SMTR202410000659,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:38:40,2024-10-03 09:38:40,Internorte,630,I,2024-10-02,54638,,,,
SMTR202410000662,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:39:12,2024-10-03 09:39:12,Internorte,630,V,2024-10-02,54639,,,,
SMTR202410000738,2024-10-03,2024-10-04 00:00:00,2024-10-03 16:14:48,2024-10-03 16:14:49,Internorte,921,V,2024-08-21,51061,,,,
SMTR202410000612,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:06:48,2024-10-03 09:06:48,Santa Cruz,LECD100,V,2024-09-28,54613,,,,
SMTR202410000613,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:06:56,2024-10-03 09:06:56,Santa Cruz,788,I,2024-09-28,54615,,,,
SMTR202410000614,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:07:03,2024-10-03 09:07:03,Santa Cruz,788,V,2024-09-28,54615,,,,
SMTR202410000617,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:13:07,2024-10-03 09:13:10,Santa Cruz,788,V,2024-09-29,54616,,,,
SMTR202410000615,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:11:27,2024-10-03 09:11:27,Santa Cruz,788,I,2024-09-29,54616,,,,
SMTR202410000624,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:13:19,2024-10-03 09:13:19,Santa Cruz,LECD100,V,2024-09-29,54618,,,,
SMTR202410000626,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:13:32,2024-10-03 09:13:33,Santa Cruz,393,I,2024-09-29,54622,,,,
SMTR202410000638,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:25:01,2024-10-03 09:25:02,Santa Cruz,LECD100,V,2024-09-30,54627,,,,
SMTR202410000641,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:25:19,2024-10-03 09:25:20,Santa Cruz,788,V,2024-09-30,54628,,,,
SMTR202410000640,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:25:07,2024-10-03 09:25:08,Santa Cruz,788,I,2024-09-30,54628,,,,
SMTR202410000642,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:28:48,2024-10-03 09:28:48,Santa Cruz,100,V,2024-10-01,54629,,,,
SMTR202410000643,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:28:55,2024-10-03 09:28:55,Santa Cruz,788,I,2024-10-01,54630,,,,
SMTR202410000648,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:29:01,2024-10-03 09:29:02,Santa Cruz,788,V,2024-10-01,54630,,,,
SMTR202410000649,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:30:38,2024-10-03 09:30:41,Santa Cruz,788,I,2024-10-02,54631,,,,
SMTR202410000650,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:30:52,2024-10-03 09:30:52,Santa Cruz,788,V,2024-10-02,54631,,,,
SMTR202410000651,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:34:40,2024-10-03 09:34:41,Santa Cruz,LECD100,V,2024-10-02,54632,,,,
SMTR202410000652,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:34:46,2024-10-03 09:34:48,Santa Cruz,393,I,2024-10-02,54633,,,,
SMTR202410000653,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:34:54,2024-10-03 09:34:55,Santa Cruz,SR393,I,2024-10-02,54634,,,,
SMTR202410000655,2024-10-03,2024-10-04 00:00:00,2024-10-03 09:38:26,2024-10-03 09:38:26,Santa Cruz,LECD100,I,2024-10-02,54635,,,,
SMTR202208001488,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:58:56,2023-09-30 19:16:33,Internorte,362,I,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:33
SMTR202208001435,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:49:51,2023-09-30 19:16:30,Internorte,362,I,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:30
SMTR202208001389,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:38:08,2023-09-30 19:16:29,Internorte,362,I,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:29
SMTR202208001422,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:40:18,2023-09-30 19:16:29,Internorte,362,I,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:29
SMTR202208001429,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:42:57,2023-09-30 19:16:30,Internorte,362,I,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:30
SMTR202208001479,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:56:41,2023-09-30 19:16:32,Internorte,362,I,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:32
SMTR202208001378,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:23:18,2023-09-30 19:26:53,Internorte,362,I,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:53
SMTR202208001464,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:53:27,2023-09-30 19:16:31,Internorte,362,I,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:31
SMTR202208001459,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:51:40,2023-09-30 19:16:31,Internorte,362,V,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:31
SMTR202208001471,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:55:45,2023-09-30 19:16:32,Internorte,362,V,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:32
SMTR202208001388,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:26:13,2023-09-30 19:16:28,Internorte,362,V,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:28
SMTR202208001417,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:39:32,2023-09-30 19:16:29,Internorte,362,V,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:29
SMTR202208001456,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:50:31,2023-09-30 19:16:31,Internorte,362,V,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:31
SMTR202208001426,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:41:20,2023-09-30 19:16:30,Internorte,362,V,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:30
SMTR202208001491,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:59:38,2023-09-30 19:16:33,Internorte,362,V,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:33
SMTR202208001386,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:25:09,2023-09-30 19:26:54,Internorte,362,V,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:54
SMTR202208001483,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:57:34,2023-09-30 19:16:32,Internorte,362,V,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:16:32
SMTR202208001367,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:20:01,2023-09-30 19:26:53,Internorte,362,V,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:53
SMTR202208001361,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:16:36,2023-09-30 19:26:52,Internorte,362,V,2022-07-18,463/2022,Indeferido,Recurso aberto em duplicidade,,2023-09-30 19:26:52
SMTR202208001150,2022-08-12,2024-01-17 14:00:00,2022-08-12 09:15:14,2023-09-30 19:26:52,Internorte,362,V,2022-07-18,463/2022,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,,2023-09-30 19:26:52
SMTR202307002809,2023-07-12,2024-07-10 00:00:00,2023-07-12 08:15:03,2024-07-09 16:14:16,Internorte,721,I,2023-05-28,16578,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 17:39:41
SMTR202307002823,2023-07-12,2024-07-10 00:00:00,2023-07-12 08:37:18,2024-07-09 16:14:23,Internorte,SVB685,V,2023-05-28,16574,Deferido,Foi apresentado o Relatório do CIMU e foi contabilizada a diferença entre o apurado pelo algoritmo e a média histórica. (Res. SMTR 3521/2022) ,Aceito pelo CIMU.,2024-02-08 17:40:14
SMTR202307002813,2023-07-12,2024-07-10 00:00:00,2023-07-12 08:19:04,2024-07-09 16:14:19,Internorte,685,V,2023-05-28,16578,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 17:39:53
SMTR202307002783,2023-07-12,2024-07-10 00:00:00,2023-07-12 07:53:34,2024-07-09 16:14:03,Internorte,SV685,V,2023-05-28,16573,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 17:39:01
SMTR202307002794,2023-07-12,2024-07-10 00:00:00,2023-07-12 08:00:23,2024-07-09 16:14:13,Internorte,SV685,V,2023-05-28,16573,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 17:39:29
SMTR202307002776,2023-07-12,2024-07-10 00:00:00,2023-07-12 07:47:44,2024-07-09 16:13:57,Internorte,SV685,V,2023-05-28,16573,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 17:38:38
SMTR202307002797,2023-07-12,2024-07-10 00:00:00,2023-07-12 08:03:29,2024-07-09 16:14:16,Internorte,SV685,V,2023-05-28,16573,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 17:39:38
SMTR202307002778,2023-07-12,2024-07-10 00:00:00,2023-07-12 07:49:46,2024-07-09 16:13:59,Internorte,SV685,V,2023-05-28,16573,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 17:38:44
SMTR202307002781,2023-07-12,2024-07-10 00:00:00,2023-07-12 07:51:23,2024-07-09 16:14:01,Internorte,SV685,V,2023-05-28,16573,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 17:38:51
SMTR202307002788,2023-07-12,2024-07-10 00:00:00,2023-07-12 07:56:39,2024-07-09 16:14:07,Internorte,SV685,V,2023-05-28,16573,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 17:39:12
SMTR202307002796,2023-07-12,2024-07-10 00:00:00,2023-07-12 08:02:31,2024-07-09 16:14:15,Internorte,SV685,V,2023-05-28,16573,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 17:39:35
SMTR202307002793,2023-07-12,2024-07-10 00:00:00,2023-07-12 07:59:27,2024-07-09 16:14:13,Internorte,SV685,V,2023-05-28,16573,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 17:39:27
SMTR202307002792,2023-07-12,2024-07-10 00:00:00,2023-07-12 07:58:43,2024-07-09 16:14:12,Internorte,SV685,V,2023-05-28,16573,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 17:39:23
SMTR202307002790,2023-07-12,2024-07-10 00:00:00,2023-07-12 07:57:22,2024-07-09 16:14:10,Internorte,SV685,V,2023-05-28,16573,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 17:39:16
SMTR202307002791,2023-07-12,2024-07-10 00:00:00,2023-07-12 07:58:03,2024-07-09 16:14:11,Internorte,SV685,V,2023-05-28,16573,Indeferido,Informação incompleta ou incorreta (Art. 5º § 2º Res. SMTR 3534 / 2022),CIMU incompatível com o serviço/data ou inexistente,2024-02-08 17:39:19
